countryiso3code,date,SL.UEM.TOTL.ZS
DZA,2014-01-01,10.207
AGO,2023-01-01,14.62
AGO,2022-01-01,14.693
AGO,2021-01-01,15.799
AGO,2020-01-01,16.676
AGO,2019-01-01,16.497
AGO,2018-01-01,16.599
AGO,2017-01-01,16.617
AGO,2016-01-01,16.58
AGO,2015-01-01,16.491
AGO,2014-01-01,16.401
ARG,2023-01-01,6.178
ARG,2022-01-01,6.805
ARG,2021-01-01,8.736
ARG,2020-01-01,11.461
ARG,2019-01-01,9.843
ARG,2018-01-01,9.221
ARG,2017-01-01,8.347
ARG,2016-01-01,8.083
ARG,2015-01-01,7.58
ARG,2014-01-01,7.268
ARM,2023-01-01,8.586
ARM,2022-01-01,8.608
ARM,2021-01-01,10.012
ARM,2020-01-01,12.18
ARM,2019-01-01,12.2
ARM,2018-01-01,13.212
ARM,2017-01-01,12.968
ARM,2016-01-01,12.732
ARM,2015-01-01,12.468
ARM,2014-01-01,12.201
AUS,2023-01-01,3.667
AUS,2022-01-01,3.701
AUS,2021-01-01,5.116
AUS,2020-01-01,6.456
AUS,2019-01-01,5.159
AUS,2018-01-01,5.3
AUS,2017-01-01,5.592
AUS,2016-01-01,5.711
AUS,2015-01-01,6.055
AUS,2014-01-01,6.078
AUT,2023-01-01,5.243
AUT,2022-01-01,4.992
AUT,2021-01-01,6.459
AUT,2020-01-01,5.201
AUT,2019-01-01,4.56
AUT,2018-01-01,4.933
AUT,2017-01-01,5.561
AUT,2016-01-01,6.064
AUT,2015-01-01,5.802
AUT,2014-01-01,5.674
AZE,2023-01-01,5.636
AZE,2022-01-01,5.65
AZE,2021-01-01,6.04
AZE,2020-01-01,7.24
AZE,2019-01-01,5.0
AZE,2018-01-01,4.9
AZE,2017-01-01,5.0
AZE,2016-01-01,5.0
AZE,2015-01-01,4.96
AZE,2014-01-01,4.91
BHS,2023-01-01,9.198
BHS,2022-01-01,9.87
BHS,2021-01-01,11.694
BHS,2020-01-01,12.804
BHS,2019-01-01,10.011
BHS,2018-01-01,10.0
BHS,2017-01-01,9.8
BHS,2016-01-01,12.7
BHS,2015-01-01,12.0
BHS,2014-01-01,13.8
BHR,2023-01-01,1.16
BHR,2022-01-01,1.326
BHR,2021-01-01,1.551
BHR,2020-01-01,1.767
BHR,2019-01-01,1.226
BHR,2018-01-01,1.202
BHR,2017-01-01,1.196
BHR,2016-01-01,1.195
BHR,2015-01-01,1.166
BHR,2014-01-01,1.146
BGD,2023-01-01,5.06
BGD,2022-01-01,5.247
BGD,2021-01-01,5.815
BGD,2020-01-01,5.828
BGD,2019-01-01,4.693
BGD,2018-01-01,4.532
BGD,2017-01-01,4.372
BGD,2016-01-01,4.35
BGD,2015-01-01,4.382
BGD,2014-01-01,4.406
BRB,2023-01-01,7.954
BRB,2022-01-01,8.493
BRB,2021-01-01,9.417
BRB,2020-01-01,9.756
BRB,2019-01-01,8.413
BRB,2018-01-01,8.322
BRB,2017-01-01,8.622
BRB,2016-01-01,8.247
BRB,2015-01-01,9.803
BRB,2014-01-01,12.17
BLR,2023-01-01,3.574
BLR,2022-01-01,3.574
BLR,2021-01-01,3.9
BLR,2020-01-01,4.049
BLR,2019-01-01,4.165
BLR,2018-01-01,4.763
BLR,2017-01-01,5.648
BLR,2016-01-01,5.844
BLR,2015-01-01,5.881
BLR,2014-01-01,5.911
BEL,2023-01-01,5.508
BEL,2022-01-01,5.558
BEL,2021-01-01,6.264
BEL,2020-01-01,5.555
BEL,2019-01-01,5.36
BEL,2018-01-01,5.948
BEL,2017-01-01,7.086
BEL,2016-01-01,7.83
BEL,2015-01-01,8.482
BEL,2014-01-01,8.523
BLZ,2023-01-01,8.262
BLZ,2022-01-01,8.724
BLZ,2021-01-01,10.157
BLZ,2020-01-01,10.7
BLZ,2019-01-01,9.053
BLZ,2018-01-01,7.899
BLZ,2017-01-01,6.596
BLZ,2016-01-01,7.0
BLZ,2015-01-01,7.578
BLZ,2014-01-01,8.244
BEN,2023-01-01,1.452
BEN,2022-01-01,1.473
BEN,2021-01-01,1.694
BEN,2020-01-01,1.565
BEN,2019-01-01,1.402
BEN,2018-01-01,1.473
BEN,2017-01-01,1.722
BEN,2016-01-01,1.835
BEN,2015-01-01,1.855
BEN,2014-01-01,1.892
BTN,2023-01-01,5.653
BTN,2022-01-01,5.947
BTN,2021-01-01,4.804
BTN,2020-01-01,5.03
BTN,2019-01-01,2.72
BTN,2018-01-01,3.35
BTN,2017-01-01,3.039
BTN,2016-01-01,2.737
BTN,2015-01-01,2.45
BTN,2014-01-01,2.63
BOL,2023-01-01,3.081
BOL,2022-01-01,3.552
BOL,2021-01-01,5.089
BOL,2020-01-01,7.903
BOL,2019-01-01,3.682
BOL,2018-01-01,3.519
BOL,2017-01-01,3.655
BOL,2016-01-01,3.498
BOL,2015-01-01,3.111
BOL,2014-01-01,2.021
BIH,2023-01-01,10.42
BIH,2022-01-01,12.657
BIH,2021-01-01,14.897
BIH,2020-01-01,15.868
BIH,2019-01-01,15.692
BIH,2018-01-01,18.4
BIH,2017-01-01,20.527
BIH,2016-01-01,25.408
BIH,2015-01-01,27.695
BIH,2014-01-01,27.517
BWA,2023-01-01,23.381
BWA,2022-01-01,23.615
BWA,2021-01-01,23.106
BWA,2020-01-01,21.017
BWA,2019-01-01,20.094
BWA,2018-01-01,19.679
BWA,2017-01-01,19.678
BWA,2016-01-01,19.343
BWA,2015-01-01,18.939
BWA,2014-01-01,18.518
BRA,2023-01-01,7.95
BRA,2022-01-01,9.231
BRA,2021-01-01,13.159
BRA,2020-01-01,13.697
BRA,2019-01-01,11.936
BRA,2018-01-01,12.33
BRA,2017-01-01,12.792
BRA,2016-01-01,11.58
BRA,2015-01-01,8.538
BRA,2014-01-01,6.755
BRN,2023-01-01,5.27
BRN,2022-01-01,5.191
BRN,2021-01-01,4.905
BRN,2020-01-01,7.409
BRN,2019-01-01,6.6
BRN,2018-01-01,8.7
BRN,2017-01-01,9.316
BRN,2016-01-01,8.521
BRN,2015-01-01,7.694
BRN,2014-01-01,6.862
BGR,2023-01-01,4.295
BGR,2022-01-01,4.268
BGR,2021-01-01,5.267
BGR,2020-01-01,5.125
BGR,2019-01-01,4.23
BGR,2018-01-01,5.212
BGR,2017-01-01,6.164
BGR,2016-01-01,7.575
BGR,2015-01-01,9.143
BGR,2014-01-01,11.424
BFA,2023-01-01,5.293
BFA,2022-01-01,5.348
BFA,2021-01-01,5.11
BFA,2020-01-01,4.985
BFA,2019-01-01,4.701
BFA,2018-01-01,4.695
BFA,2017-01-01,4.66
BFA,2016-01-01,4.594
BFA,2015-01-01,4.468
BFA,2014-01-01,4.254
BDI,2023-01-01,0.93
BDI,2022-01-01,0.919
BDI,2021-01-01,1.11
BDI,2020-01-01,1.03
BDI,2019-01-01,1.053
BDI,2018-01-01,1.157
BDI,2017-01-01,1.258
BDI,2016-01-01,1.356
BDI,2015-01-01,1.444
BDI,2014-01-01,1.572
CPV,2023-01-01,11.994
CPV,2022-01-01,12.272
CPV,2021-01-01,13.906
CPV,2020-01-01,14.66
CPV,2019-01-01,12.118
CPV,2018-01-01,12.17
CPV,2017-01-01,12.24
CPV,2016-01-01,12.075
CPV,2015-01-01,11.905
CPV,2014-01-01,11.67
KHM,2023-01-01,0.239
KHM,2022-01-01,0.247
KHM,2021-01-01,0.396
KHM,2020-01-01,0.172
KHM,2019-01-01,0.12
KHM,2018-01-01,0.13
KHM,2017-01-01,0.141
KHM,2016-01-01,0.716
